# Fiducial parameters, omega_b = 0.02258, omega_cdm = 0.1109, n_s = 0.963, A_s = 2.43e-09, h = 0.71, z_reio = 10.3, P_shot = 0, A_SZ = 0.96
    2  1150.4309  0.053948492  3.0782349  
    3  564.4677  0.043765926  2.1509597  
    4  318.51318  0.028236485  1.3249534  
    5  199.62507  0.015956212  0.80411323  
    6  135.99853  0.008119371  0.49219137  
    7  98.725796  0.0038495285  0.30442574  
    8  75.038251  0.0018530116  0.19017471  
    9  59.154072  0.0010563595  0.12115609  
   10  48.009443  0.00077026033  0.080298964  
   11  39.877056  0.00065048565  0.056582164  
   12  33.795877  0.0005687443  0.04313798  
   13  29.079919  0.00049986196  0.035625697  
   14  25.367171  0.0004482483  0.031394517  
   15  22.380404  0.00041686913  0.028753475  
   16  19.946071  0.0004004389  0.026898222  
   17  17.92916  0.00039233985  0.025303069  
   18  16.239625  0.00038810941  0.023788228  
   19  14.804711  0.00038467808  0.02228814  
   20  13.575861  0.00038239331  0.020848274  
   21  12.51341  0.00038224676  0.019531515  
   22  11.589054  0.00038438978  0.018359407  
   23  10.778968  0.00038866055  0.017338177  
   24  10.065875  0.00039448484  0.016454127  
   25  9.4341342  0.00040118535  0.015688578  
   26  8.8694524  0.0004081862  0.015019596  
   27  8.3629294  0.00041531732  0.014412218  
   28  7.9070132  0.00042251005  0.013828224  
   29  7.4946518  0.00042970534  0.013235845  
   30  7.1207941  0.00043688238  0.012629106  
   31  6.7808895  0.00044402994  0.012008478  
   32  6.4703872  0.00045113678  0.011374437  
   33  6.1851311  0.00045820146  0.010728295  
   34  5.9225437  0.00046526168  0.010074732  
   35  5.6804418  0.00047236492  0.0094192661  
   36  5.4566427  0.00047955867  0.0087674177  
   37  5.2491127  0.00048687777  0.0081239864  
   38  5.0564165  0.00049430655  0.0074908942  
   39  4.8772684  0.00050181667  0.0068693436  
   40  4.7103824  0.00050937983  0.0062605373  
   41  4.5544728  0.00051696769  0.0056656779  
   42  4.408361  0.00052455464  0.0050855783  
   43  4.271297  0.00053212585  0.0045194937  
   44  4.1426382  0.00053966918  0.0039662895  
   45  4.0217418  0.00054717252  0.0034248314  
   46  3.9079653  0.00055462373  0.0028939849  
   47  3.8006659  0.00056201067  0.0023726156  
   48  3.6992513  0.00056932173  0.0018597354  
   49  3.6033301  0.00057654724  0.0013549423  
   50  3.5125614  0.00058367808  0.00085798077  
   51  3.4266043  0.00059070509  0.00036859522  
   52  3.3451178  0.00059761913  -0.00011346991  
   53  3.2677609  0.00060441105  -0.00058847018  
   54  3.1941926  0.00061107171  -0.0010566612  
   55  3.1241006  0.00061759488  -0.0015182268  
   56  3.057286  0.00062398601  -0.0019730646  
   57  2.9935788  0.00063025345  -0.0024210004  
   58  2.9328087  0.00063640556  -0.00286186  
   59  2.8748057  0.00064245071  -0.0032954694  
   60  2.8193994  0.00064839725  -0.0037216543  
