 9.61142836E-01   8.51714310E-01   0.00000000E+00
 9.61142836E-01   8.52571453E-01   0.00000000E+00
 9.61142836E-01   8.53428595E-01   0.00000000E+00
 9.61142836E-01   8.54285738E-01   0.00000000E+00
 9.61142836E-01   8.55142881E-01   0.00000000E+00
 9.61142836E-01   8.56000024E-01   0.00000000E+00
 9.61142836E-01   8.56857167E-01   0.00000000E+00
 9.61142836E-01   8.57714310E-01   0.00000000E+00
 9.61142836E-01   8.58571453E-01   0.00000000E+00
 9.61142836E-01   8.59428596E-01   0.00000000E+00
 9.61142836E-01   8.60285739E-01   0.00000000E+00
 9.61142836E-01   8.61142882E-01   0.00000000E+00
 9.61142836E-01   8.62000024E-01   0.00000000E+00
 9.61142836E-01   8.62857167E-01   0.00000000E+00
 9.61142836E-01   8.63714310E-01   0.00000000E+00
 9.61142836E-01   8.64571453E-01   0.00000000E+00
 9.61142836E-01   8.65428596E-01   0.00000000E+00
 9.61142836E-01   8.66285739E-01   0.00000000E+00
 9.61142836E-01   8.67142882E-01   0.00000000E+00
 9.61142836E-01   8.68000025E-01   0.00000000E+00
 9.61142836E-01   8.68857168E-01   0.00000000E+00
 9.61142836E-01   8.69714311E-01   0.00000000E+00
 9.61142836E-01   8.70571454E-01   0.00000000E+00
 9.61142836E-01   8.71428596E-01   0.00000000E+00
 9.61142836E-01   8.72285739E-01   0.00000000E+00
 9.61142836E-01   8.73142882E-01   0.00000000E+00
 9.61142836E-01   8.74000025E-01   0.00000000E+00
 9.61142836E-01   8.74857168E-01   0.00000000E+00
 9.61142836E-01   8.75714311E-01   0.00000000E+00
 9.61142836E-01   8.76571454E-01   0.00000000E+00
 9.61142836E-01   8.77428597E-01   0.00000000E+00
 9.61142836E-01   8.78285740E-01   0.00000000E+00
 9.61142836E-01   8.79142883E-01   0.00000000E+00
 9.61142836E-01   8.80000026E-01   0.00000000E+00
 9.61142836E-01   8.80857168E-01   0.00000000E+00
 9.61142836E-01   8.81714311E-01   0.00000000E+00
 9.61142836E-01   8.82571454E-01   0.00000000E+00
 9.61142836E-01   8.83428597E-01   0.00000000E+00
 9.61142836E-01   8.84285740E-01   0.00000000E+00
 9.61142836E-01   8.85142883E-01   0.00000000E+00
 9.61142836E-01   8.86000026E-01   0.00000000E+00
 9.61142836E-01   8.86857169E-01   0.00000000E+00
 9.61142836E-01   8.87714312E-01   0.00000000E+00
 9.61142836E-01   8.88571455E-01   0.00000000E+00
 9.61142836E-01   8.89428597E-01   0.00000000E+00
 9.61142836E-01   8.90285740E-01   0.00000000E+00
 9.61142836E-01   8.91142883E-01   0.00000000E+00
 9.61142836E-01   8.92000026E-01   0.00000000E+00
 9.61142836E-01   8.92857169E-01   0.00000000E+00
 9.61142836E-01   8.93714312E-01   0.00000000E+00
 9.61142836E-01   8.94571455E-01   0.00000000E+00
 9.61142836E-01   8.95428598E-01   0.00000000E+00
 9.61142836E-01   8.96285741E-01   0.00000000E+00
 9.61142836E-01   8.97142884E-01   0.00000000E+00
 9.61142836E-01   8.98000027E-01   0.00000000E+00
